KartBlitz Leaderboard Backup
Generated (UTC): 2026-08-25T12:37:27.986Z
Registered devices: 7
Saved scores: 452
Saved online wins: 4

This file is a full snapshot of cloud leaderboard records (usernames and times).
Device tokens are omitted so the file is safe to keep in git.
Use this if D1 data is lost and you need to refer back to previous records.

------------------------------------------------------------------------------
REGISTERED USERNAMES
------------------------------------------------------------------------------
USERNAME        REGISTERED (UTC)          LAST SEEN (UTC)
LEAFERD         2026-08-18T10:21:09.992Z  2026-08-25T03:24:09.795Z
AAAAAAAAAAAA    2026-08-18T23:08:59.310Z  2026-08-23T07:45:58.595Z
SCOOPDOG        2026-08-18T23:09:51.022Z  2026-08-20T10:39:05.812Z
JAN             2026-08-20T00:29:04.489Z  2026-08-20T00:29:04.652Z
SCOOPDOG        2026-08-20T11:40:23.168Z  2026-08-22T00:48:09.056Z
NOTHECKER       2026-08-23T02:26:25.773Z  2026-08-23T02:43:27.435Z
NOTHECKER       2026-08-23T08:00:25.629Z  2026-08-24T03:26:36.189Z

------------------------------------------------------------------------------
SCORES (best lap first within each mode/track)
------------------------------------------------------------------------------
MODE      TRACK   TRACK NAME              USERNAME      BEST LAP    TOTAL       WINNER    CREATED (UTC)
      "trackName": "SUNSET SPEEDWAY",
      "username": "SPEED6318",
      "bestLap": 38.22330883301547,
      "bestLapText": "0:38.223",
      "total": 115.64873013515214,
      "totalText": "1:55.649",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "RACER7484",
      "bestLap": 38.2766308476062,
      "bestLapText": "0:38.277",
      "total": 115.38885281025789,
      "totalText": "1:55.389",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID8024",
      "bestLap": 38.35107782200618,
      "bestLapText": "0:38.351",
      "total": 118.7586987123391,
      "totalText": "1:58.759",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST980",
      "bestLap": 38.38805593383784,
      "bestLapText": "0:38.388",
      "total": 116.15323739861883,
      "totalText": "1:56.153",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "POLE8413",
      "bestLap": 38.56482006304285,
      "bestLapText": "0:38.565",
      "total": 115.99910463758975,
      "totalText": "1:55.999",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP3429",
      "bestLap": 38.64584232297302,
      "bestLapText": "0:38.646",
      "total": 117.49534765677234,
      "totalText": "1:57.495",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL4660",
      "bestLap": 38.66763264771637,
      "bestLapText": "0:38.668",
      "total": 116.28387415715747,
      "totalText": "1:56.284",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL1999",
      "bestLap": 38.70979011811086,
      "bestLapText": "0:38.710",
      "total": 116.21897530489206,
      "totalText": "1:56.219",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "TURBO7248",
      "bestLap": 38.71619223855944,
      "bestLapText": "0:38.716",
      "total": 116.72261232880956,
      "totalText": "1:56.723",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "SPEED5635",
      "bestLap": 38.720460153894464,
      "bestLapText": "0:38.720",
      "total": 116.26017435705856,
      "totalText": "1:56.260",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "RACER3383",
      "bestLap": 39.03009762047898,
      "bestLapText": "0:39.030",
      "total": 120.14809508585948,
      "totalText": "2:00.148",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "RACER8371",
      "bestLap": 39.1426049987155,
      "bestLapText": "0:39.143",
      "total": 118.05607512186799,
      "totalText": "1:58.056",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "NITRO6344",
      "bestLap": 39.26545873963963,
      "bestLapText": "0:39.265",
      "total": 120.42841443940958,
      "totalText": "2:00.428",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "DRIFT4071",
      "bestLap": 39.310414022035744,
      "bestLapText": "0:39.310",
      "total": 118.99838287724839,
      "totalText": "1:58.998",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL6929",
      "bestLap": 39.36655693974499,
      "bestLapText": "0:39.367",
      "total": 121.87233301743304,
      "totalText": "2:01.872",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST7871",
      "bestLap": 39.38601182649473,
      "bestLapText": "0:39.386",
      "total": 120.10246085357258,
      "totalText": "2:00.102",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP7378",
      "bestLap": 39.43839976424032,
      "bestLapText": "0:39.438",
      "total": 120.49464579419265,
      "totalText": "2:00.495",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL5058",
      "bestLap": 39.43940762340269,
      "bestLapText": "0:39.439",
      "total": 120.0957831206718,
      "totalText": "2:00.096",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "SPEED8919",
      "bestLap": 39.528462659498466,
      "bestLapText": "0:39.528",
      "total": 118.96504431619725,
      "totalText": "1:58.965",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "TURBO6950",
      "bestLap": 39.7050339496255,
      "bestLapText": "0:39.705",
      "total": 120.37655574412385,
      "totalText": "2:00.377",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "RACER2691",
      "bestLap": 39.745114606820714,
      "bestLapText": "0:39.745",
      "total": 120.79606038385843,
      "totalText": "2:00.796",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL4033",
      "bestLap": 39.844531935571,
      "bestLapText": "0:39.845",
      "total": 120.31575686535692,
      "totalText": "2:00.316",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL8222",
      "bestLap": 39.86710657434509,
      "bestLapText": "0:39.867",
      "total": 120.78142903589378,
      "totalText": "2:00.781",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "POLE1554",
      "bestLap": 39.88063054039218,
      "bestLapText": "0:39.881",
      "total": 123.61876638616238,
      "totalText": "2:03.619",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP3178",
      "bestLap": 39.88399597959812,
      "bestLapText": "0:39.884",
      "total": 120.24692967764838,
      "totalText": "2:00.247",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL4243",
      "bestLap": 39.953232493914854,
      "bestLapText": "0:39.953",
      "total": 122.32441552344294,
      "totalText": "2:02.324",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID8982",
      "bestLap": 40.05698827981037,
      "bestLapText": "0:40.057",
      "total": 121.26233233033517,
      "totalText": "2:01.262",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST7964",
      "bestLap": 40.12037809495156,
      "bestLapText": "0:40.120",
      "total": 122.47787986068978,
      "totalText": "2:02.478",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "DRIFT3629",
      "bestLap": 40.146943808479406,
      "bestLapText": "0:40.147",
      "total": 123.01994604209932,
      "totalText": "2:03.020",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST338",
      "bestLap": 40.2294521228244,
      "bestLapText": "0:40.229",
      "total": 122.87866202999948,
      "totalText": "2:02.879",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "TURBO8342",
      "bestLap": 40.25909552403098,
      "bestLapText": "0:40.259",
      "total": 124.72153162684192,
      "totalText": "2:04.722",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID5105",
      "bestLap": 40.30640114571101,
      "bestLapText": "0:40.306",
      "total": 122.6032024748124,
      "totalText": "2:02.603",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP8346",
      "bestLap": 40.4565129120411,
      "bestLapText": "0:40.457",
      "total": 125.33886414587593,
      "totalText": "2:05.339",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "SPEED4308",
      "bestLap": 40.47722355147701,
      "bestLapText": "0:40.477",
      "total": 125.04248303089548,
      "totalText": "2:05.042",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID5090",
      "bestLap": 40.542566224222846,
      "bestLapText": "0:40.543",
      "total": 124.14638195150165,
      "totalText": "2:04.146",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP3479",
      "bestLap": 40.73489943507511,
      "bestLapText": "0:40.735",
      "total": 125.24427518198077,
      "totalText": "2:05.244",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST8930",
      "bestLap": 40.747831959715526,
      "bestLapText": "0:40.748",
      "total": 125.4668083237643,
      "totalText": "2:05.467",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "NITRO893",
      "bestLap": 40.75806234959942,
      "bestLapText": "0:40.758",
      "total": 123.76450665659158,
      "totalText": "2:03.765",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID5194",
      "bestLap": 40.78425907238353,
      "bestLapText": "0:40.784",
      "total": 123.96112339468391,
      "totalText": "2:03.961",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST1235",
      "bestLap": 40.8080879841863,
      "bestLapText": "0:40.808",
      "total": 122.47302562890876,
      "totalText": "2:02.473",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "POLE8033",
      "bestLap": 40.99669111934705,
      "bestLapText": "0:40.997",
      "total": 125.87784393505925,
      "totalText": "2:05.878",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST6746",
      "bestLap": 41.12331552878921,
      "bestLapText": "0:41.123",
      "total": 124.20061467177143,
      "totalText": "2:04.201",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "NITRO1869",
      "bestLap": 41.129955124464075,
      "bestLapText": "0:41.130",
      "total": 124.04910344729623,
      "totalText": "2:04.049",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "TURBO1173",
      "bestLap": 41.150902668553826,
      "bestLapText": "0:41.151",
      "total": 126.9392913782417,
      "totalText": "2:06.939",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID487",
      "bestLap": 41.25130441333929,
      "bestLapText": "0:41.251",
      "total": 124.01351757382572,
      "totalText": "2:04.014",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL4337",
      "bestLap": 41.26979803064175,
      "bestLapText": "0:41.270",
      "total": 123.90175492853393,
      "totalText": "2:03.902",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST8651",
      "bestLap": 41.398187986332964,
      "bestLapText": "0:41.398",
      "total": 125.07142505389582,
      "totalText": "2:05.071",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL2764",
      "bestLap": 41.39899610935862,
      "bestLapText": "0:41.399",
      "total": 125.47841630141873,
      "totalText": "2:05.478",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "SPEED5197",
      "bestLap": 41.492776321427655,
      "bestLapText": "0:41.493",
      "total": 128.45996152974138,
      "totalText": "2:08.460",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "POLE7655",
      "bestLap": 41.52325873790528,
      "bestLapText": "0:41.523",
      "total": 126.85392548786797,
      "totalText": "2:06.854",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID1318",
      "bestLap": 41.56984044952013,
      "bestLapText": "0:41.570",
      "total": 126.61661792639676,
      "totalText": "2:06.617",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID8659",
      "bestLap": 41.62366043203188,
      "bestLapText": "0:41.624",
      "total": 128.04084288337816,
      "totalText": "2:08.041",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID8245",
      "bestLap": 41.68331234724205,
      "bestLapText": "0:41.683",
      "total": 126.49041049794742,
      "totalText": "2:06.490",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "SPEED6643",
      "bestLap": 41.69763716613119,
      "bestLapText": "0:41.698",
      "total": 128.92428279064805,
      "totalText": "2:08.924",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "SPEED7470",
      "bestLap": 41.73622262428696,
      "bestLapText": "0:41.736",
      "total": 126.3636764524834,
      "totalText": "2:06.364",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP4845",
      "bestLap": 41.88604054989028,
      "bestLapText": "0:41.886",
      "total": 125.78158589944454,
      "totalText": "2:05.782",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "TURBO2586",
      "bestLap": 41.98693546699032,
      "bestLapText": "0:41.987",
      "total": 126.38504667429359,
      "totalText": "2:06.385",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "NITRO1788",
      "bestLap": 42.08694858446002,
      "bestLapText": "0:42.087",
      "total": 128.10931541657737,
      "totalText": "2:08.109",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "GRID2002",
      "bestLap": 42.120722400335886,
      "bestLapText": "0:42.121",
      "total": 128.22540144010972,
      "totalText": "2:08.225",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP1289",
      "bestLap": 42.13893120431866,
      "bestLapText": "0:42.139",
      "total": 127.84000017276396,
      "totalText": "2:07.840",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "NITRO6531",
      "bestLap": 42.21551019045534,
      "bestLapText": "0:42.216",
      "total": 130.3377714356786,
      "totalText": "2:10.338",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "TURBO3337",
      "bestLap": 42.246712977889274,
      "bestLapText": "0:42.247",
      "total": 127.84024409238307,
      "totalText": "2:07.840",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP5537",
      "bestLap": 42.274437146190714,
      "bestLapText": "0:42.274",
      "total": 129.72413593649387,
      "totalText": "2:09.724",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL3151",
      "bestLap": 42.28428328826236,
      "bestLapText": "0:42.284",
      "total": 129.496838008456,
      "totalText": "2:09.497",
      "winner": null,
      "createdAt": "2026-08-20T00:33:53.353Z",
      "updatedAt": "2026-08-20T00:33:53.353Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "RACER8765",
      "bestLap": 42.34581835442105,
      "bestLapText": "0:42.346",
      "total": 128.73466291915696,
      "totalText": "2:08.735",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL1671",
      "bestLap": 42.43045913233505,
      "bestLapText": "0:42.430",
      "total": 127.32521178690268,
      "totalText": "2:07.325",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "POLE2363",
      "bestLap": 42.47085425372792,
      "bestLapText": "0:42.471",
      "total": 127.90208936171051,
      "totalText": "2:07.902",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "WHEEL1523",
      "bestLap": 42.47695602083525,
      "bestLapText": "0:42.477",
      "total": 128.60871878953904,
      "totalText": "2:08.609",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "BOOST8612",
      "bestLap": 42.51925130594015,
      "bestLapText": "0:42.519",
      "total": 131.24661096740144,
      "totalText": "2:11.247",
      "winner": null,
      "createdAt": "2026-08-20T00:33:21.836Z",
      "updatedAt": "2026-08-20T00:33:21.836Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "NITRO2789",
      "bestLap": 42.62568295137298,
      "bestLapText": "0:42.626",
      "total": 131.4500411740417,
      "totalText": "2:11.450",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "DRIFT8932",
      "bestLap": 42.630689177916494,
      "bestLapText": "0:42.631",
      "total": 131.01797861127483,
      "totalText": "2:11.018",
      "winner": null,
      "createdAt": "2026-08-20T00:33:47.796Z",
      "updatedAt": "2026-08-20T00:33:47.796Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "DRIFT2070",
      "bestLap": 42.666430236588226,
      "bestLapText": "0:42.666",
      "total": 130.70823789561817,
      "totalText": "2:10.708",
      "winner": null,
      "createdAt": "2026-08-20T00:33:45.010Z",
      "updatedAt": "2026-08-20T00:33:45.010Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "LAP8628",
      "bestLap": 42.74698643630164,
      "bestLapText": "0:42.747",
      "total": 130.73282168560814,
      "totalText": "2:10.733",
      "winner": null,
      "createdAt": "2026-08-20T00:33:54.996Z",
      "updatedAt": "2026-08-20T00:33:54.996Z"
    },
    {
      "mode": "trial",
      "trackId": 0,
      "trackName": "SUNSET SPEEDWAY",
      "username": "RACER7055",
      "bestLap": 42.78390483321256,
